,ID,name,email,field
89,2277231466,Martin Strohbach,Jason.Gray@kemp.info,Regular school
90,2288855760,AS A Commodity,Edgar.Powell@moran.net,Regular school
91,8752082,Sam Goundar,Christopher.Young@jackson-cameron.com,Regular school
92,2606653,Akashdeep Bhardwaj,Laura.Baxter@hendricks.com,Regular school
93,2108409767,Shavindar Singh,Melissa.Roberts@mercado-daniels.com,Regular school
94,2159706268,Mandeep Singh,Kelly.Savage@johnson.org,Regular school
95,9313397,H. Gururaj,Renee.Garrison@williams.com,Regular school
96,2881033,Solon Barocas,Joseph.Miller@jones-hill.com,Regular school
97,46432110,Andrew D. Selbst,Michael.Ray@wallace.com,Regular school
98,152117542,S. Singhal,Rodney.Hurley@burke.biz,Regular school
99,38608914,G. T. Reddy,Joseph.Anderson@clarke-snyder.com,Regular school
100,49247239,M. P. K. Reddy,Michael.Cannon@floyd.com,Regular school
101,51017707,Kuruva Lakshmanna,David.Decker@short-mendoza.info,Regular school
102,46234199,Rajesh Kaluri,Michael.Young@hernandez.com,Regular school
103,32336300,D. Rajput,Jennifer.Parks@blevins.com,Regular school
104,2176030144,Gautam Srivastava,Morgan.Diaz@scott-young.org,Regular school
105,2287603163,Ieee Thar Baker Senior Member,Joshua.Anthony@miller.com,Regular school
106,2144586446,Jin Yang,David.Edwards@hill.com,Regular school
107,12013287,Yuan-jie Li,Eric.Johnson@garrett-murphy.com,Regular school
108,50384351,Qingqing Liu,Pamela.Cline@sanders.info,Regular school
109,2156059845,Li Li,Rhonda.Diaz@scott.com,Regular school
110,1500673788,Aozi Feng,Julia.Mooney@diaz-salinas.biz,Regular school
111,2118916449,Tianyi Wang,Patrick.Miller@young-wang.com,Regular school
112,120615721,Shuai Zheng,Joshua.Lee@jackson-soto.com,Regular school
113,143908700,Anding Xu,Dorothy.Mcguire@fuller-miller.com,Alternative Education School
114,80193067,Jun Lyu,Daniel.Benson@chandler-miller.biz,Regular school
115,1702878,M. Schermann,Victoria.Mckinney@williams.com,Alternative Education School
116,2414189,Holmer Hemsen,Isaiah.Lara@owen.info,Regular school
117,2080786832,Christoph Buchmüller,Tiffany.Higgins@lopez.com,Regular school
118,2092936661,Till Bitter,Sonya.Clark@levine-acevedo.com,Alternative Education School
119,1712422,H. Krcmar,Jessica.Oconnor@miller-mullins.net,Regular school
120,1733290,V. Markl,Elizabeth.Hunter@herrera-vargas.com,Regular school
121,2069618919,T. Hoeren,Cory.Lara@ferguson.com,Regular school
122,144984672,N. Misra,Brittany.Martin@thomas.org,Regular school
123,144929055,Y. Dixit,Ronald.Lopez@clark.org,Regular school
124,1403270550,A. Al-Mallahi,Francisco.Perez@williams-howard.biz,Special education school
125,35436614,Manreet Bhullar,Amy.Taylor@thomas-oconnell.info,Regular school
126,47232798,R. Upadhyay,Ryan.Pruitt@atkinson.com,Regular school
127,144186679,A. Martynenko,Jennifer.Coffey@terry-blackburn.com,Special education school
128,2448041,S. Wolfert,Karen.Baker@johnson-brown.info,Regular school
129,47641392,L. Ge,Alisha.Gibson@joseph-lynch.com,Regular school
130,3059861,C. Verdouw,Stacey.Wade@mcmahon.net,Regular school
131,98639980,M. Bogaardt,Roberta.Heath@martinez.com,Regular school
132,145963904,I. A. T. Hashem,Richard.Maynard@carroll.info,Regular school
133,3264408,Ibrar Yaqoob,Kathy.Cruz@smith-powell.com,Regular school
134,1940692,N. B. Anuar,Jamie.Williamson@nelson-medina.com,Regular school
135,145463228,Salimah Mokhtar,Lisa.Ochoa@rodriguez-reynolds.com,Regular school
136,143930319,A. Gani,Molly.Gregory@pham-torres.com,Regular school
137,1740261,S. Khan,Kimberly.Stanley@gonzalez.info,Regular school
138,47212878,Sabyasachi Dash,Jennifer.Hutchinson@santiago.com,Alternative Education School
139,49790135,S. Shakyawar,Monique.Jenkins@patterson.com,Regular school
140,145451018,Mohit Sharma,Margaret.Howard@hansen-young.org,Regular school
141,2066084551,S. Kaushik,William.Moreno@jones.com,Regular school
142,2247069462,W. N. Price,Linda.Thompson@hayes.com,Regular school
143,2237824370,I. G. Cohen,Preston.Johnson@nash-brown.com,Regular school
144,4096586,Li Zhu,Jeffrey.Johnson@roth-weaver.com,Regular school
145,1696615,F. Yu,Joshua.Flores@meyers.com,Regular school
146,51224577,Yige Wang,David.Rojas@sellers.com,Regular school
147,145550711,B. Ning,Melanie.Hudson@price.info,Regular school
148,144543527,T. Tang,Teresa.Smith@palmer.info,Alternative Education School
149,1971318,Alireza Alaei,Jennifer.Wilson@terry.biz,Regular school
150,22271779,S. Becken,Alicia.Donovan@coleman.com,Regular school
151,3281237,Bela Stantic,Kayla.Booth@jones-cook.info,Regular school
152,2051250,Rameshwar Dubey,Haley.Esparza@mcgrath.net,Regular school
153,143809890,A. Gunasekaran,Sierra.Warren@key.com,Regular school
154,2327630,S. Childe,Randall.Ingram@christensen-mora.com,Regular school
155,70039026,C. Blome,William.Morton@craig-smith.com,Alternative Education School
156,1879141,T. Papadopoulos,Julie.Carter@wilkins.org,Regular school
157,2271668292,Xindong Wu,Anthony.Miller@jones-long.com,Regular school
158,2283098327,Xingquan Zhu,Taylor.Joseph@warren.com,Career and Technical School
159,2286440807,Gong-Qing Wu,Barbara.Robinson@baldwin.info,Regular school
160,2286232238,Wei Ding,Jessica.Jacobs@carter.com,Regular school
161,2735257,U. Sivarajah,Thomas.Myers@wagner.com,Regular school
162,1772062,M. Kamal,Mike.Mayo@lara.net,Regular school
163,1690610,Z. Irani,Karen.Harper@baker.info,Regular school
164,1683959,V. Weerakkody,Nancy.Mooney@barker-jackson.com,Regular school
165,35207612,Alberto Ferraris,Denise.Baker@ingram.org,Regular school
166,40119435,A. Mazzoleni,Hannah.Vazquez@wright.com,Alternative Education School
167,2160518,A. Devalle,Alexander.Ho@spears-williams.com,Regular school
168,48704195,Jerome Couturier,Eric.Watkins@dixon-mcclain.com,Regular school
169,1696238,W. Raghupathi,Jennifer.Morris@williams-morgan.com,Regular school
170,2742266,V. Raghupathi,Ralph.Reed@zavala.com,Regular school
171,145194157,Jianjun Luo,David.Stewart@garcia.com,Regular school
172,2140053420,Ziming Wang,Douglas.Lee@levine-dillon.com,Regular school
173,2112246116,Liang Xu,Christine.Erickson@washington.org,Alternative Education School
174,9870307,A. Wang,Alexander.Gibbs@frye.biz,Regular school
175,145916712,K. Han,Karen.West@frazier-lane.com,Regular school
176,153189200,Tao Jiang,Joe.Martinez@thornton.com,Regular school
177,80938908,Qingsong Lai,Brittany.Smith@mitchell.info,Regular school
178,2141377585,Yu Bai,Rebecca.Brown@lewis.com,Alternative Education School
179,92015504,Wei-Yao Tang,Kenneth.Rich@sanchez-martinez.net,Regular school
180,9933376,F. Fan,Patrick.Powell@merritt.org,Regular school
181,1390879413,Zhong Lin Wang,Jared.Lynch@grant-ortiz.org,Regular school
182,8803433,Srikanth Thudumu,Dorothy.Garcia@bell-adams.com,Regular school
183,1729840,P. Branch,Christopher.Taylor@fisher.com,Regular school
184,38152929,Jiong Jin,Kathryn.Erickson@palmer-george.com,Regular school
185,1490967734,Jugdutt Singh,Susan.Deleon@mullins-martinez.com,Alternative Education School
186,145153297,Hao Zhu,Tristan.Vasquez@lane.com,Regular school
187,1567584468,Christian Fischer,Melissa.Beard@weber.com,Regular school
188,1743903,Z. Pardos,Erica.Woods@perez-hinton.com,Regular school
189,144849745,R. Baker,Amber.Moss@torres.org,Regular school
190,1580222881,J. Williams,Amanda.Cannon@medina.org,Regular school
191,1630595717,P. Smyth,Gina.Kirk@bush.info,Regular school
192,50846470,Renzhe Yu,Christina.Dickerson@allen.com,Regular school
193,36472283,Stefan Slater,Dawn.Goodman@mcneil.com,Regular school
194,145155831,Rachel B. Baker,Cody.Blankenship@simmons.com,Regular school
195,2996242,M. Warschauer,Jerry.Scott@lozano-nguyen.com,Regular school
196,35641358,S. Shilo,Charles.Gonzales@coleman.biz,Regular school
197,1482559324,H. Rossman,Kimberly.Taylor@graham.com,Regular school
198,143991343,E. Segal,James.Richards@johnson.info,Regular school
199,145373888,Reihaneh H. Hariri,Scott.Fisher@cobb.com,Regular school
200,1891097,Erik M. Fredericks,Bethany.Estrada@andersen.info,Regular school
201,40647665,Kate M. Bowers,Julie.Phillips@johnson-logan.com,Regular school
202,2265002225,Philip Chen,Laura.Hansen@mcmahon-friedman.net,Regular school
203,2264425447,Chun-Yang Zhang,Rebecca.Woods@johnson.com,Regular school
204,7452993,K. Ngiam,Ronald.Bradley@cross-hogan.info,Regular school
205,114139456,Ing Wei Khor,Ryan.Jones@brown.com,Regular school
206,144152608,Hossein Hassani,Heather.Flores@mccall-smith.com,Regular school
207,2541805,Christina Beneki,Tyler.Gardner@jones.biz,Special education school
208,1657286983,Stephane Unger,Brian.Davies@travis.com,Regular school
209,1577833677,Maedeh Taj Mazinani,William.Wood@guerrero-copeland.com,Regular school
210,71693831,M. R. Yeganegi,Chad.Adams@barnes-martin.info,Regular school
211,107864595,Z. Allam,Theresa.Martinez@barrett-peck.com,Alternative Education School
212,121660594,Zaynah A. Dhunny,Luke.Meadows@baldwin.com,Regular school
213,2749823,S. Wamba,Kevin.Carpenter@fuller.com,Regular school
214,1864298,Shahriar Akter,Andrew.Edwards@sutton.com,Regular school
215,121781054,S. Ren,Tamara.Haley@hill.com,Regular school
216,46933871,M.S. Mahmud,Jonathan.Davis@harris.com,Regular school
217,152292148,J. Huang,Stacy.Hill@palmer.com,Regular school
218,2128523,Salman Salloum,Tracy.Miller@green-lynch.com,Regular school
219,2894178,Tamer Z. Emara,Kristina.Nelson@wilkins-garcia.net,Regular school
220,1680649161,Kuanishbay Sadatdiynov,Kaitlin.Young@smith-kelley.info,Regular school
221,120783473,Chong-chong Qi,Kevin.Fernandez@gallagher.com,Regular school
222,11918365,N. S. Seyed Tabib,Shannon.Ellis@jensen-thomas.com,Alternative Education School
223,89037982,M. Madgwick,Melvin.Lee@moore.com,Special education school
224,47798382,P. Sudhakar,Molly.Thornton@hart.com,Regular school
225,6050881,B. Verstockt,Bradley.Warner@guzman-lewis.org,Regular school
226,2961601,T. Korcsmáros,Craig.Huerta@green.com,Regular school
227,3615640,S. Vermeire,Martha.Meadows@solis.com,Regular school
228,145772858,Zhihan Lv,Rebecca.Logan@fuller.info,Regular school
229,2116431916,Xiaoming Li,Sandy.Peterson@hill.com,Regular school
230,38929912,Haibin Lv,Tyler.Campbell@johnson.com,Regular school
231,9138305,Wenqun Xiu,Austin.Carter@fernandez.biz,Regular school
232,1979817,M. M. Najafabadi,Richard.Washington@stevens.com,Regular school
233,2142983,Flavio Villanustre,Tina.Douglas@bass.com,Regular school
234,1809915,Naeem Seliya,Jamie.Smith@harris.com,Regular school
235,145539319,Randall Wald,Samuel.Carter@jackson.com,Regular school
236,50076239,Edin A. Muharemagic,Peter.Jensen@peterson.com,Regular school
237,2125885487,P. S. G. Aruna Sri,Christina.Johnson@snyder.com,Regular school
238,152170791,Anusha M,Elizabeth.Roberts@harris-riley.com,Regular school
239,1481047992,Abou Zakaria Faroukhi,Stacy.Beck@davis-anderson.biz,Regular school
240,49339941,Imane El Alaoui,Michelle.Spence@burch.net,Regular school
241,2360190,Youssef Gahi,Johnathan.Cruz@hardy.biz,Regular school
242,40360441,A. Amine,Peter.Williams@wright.info,Regular school
243,103731383,M. Hasan,Kristina.Keller@smith.net,Regular school
244,51218701,J. Popp,Dylan.Gomez@arnold.org,Regular school
245,144078473,J. Oláh,April.Leon@hill.com,Regular school
246,2144794493,Jie Huang,Tiffany.Cole@hale-hicks.biz,Regular school
247,50096877,Chengxiang Wang,Joseph.Jimenez@nelson.com,Regular school
248,2075396941,L. Bai,Grace.Petersen@dyer.biz,Regular school
249,,Jian Sun,Jeff.Oliver@bradley-martinez.info,Regular school
250,2152916916,Yang Yang,Edward.Martinez@parsons-rodriguez.biz,Regular school
251,2149869431,Jie Li,Jim.Lynch@arnold.com,Regular school
252,1735048,O. Tirkkonen,Melissa.Johnson@collins-gonzalez.com,Regular school
253,2236529,Ming-Tuo Zhou,Gabrielle.Wong@cross.biz,Alternative Education School
254,71940750,Hafiz Suliman Munawar,Jessica.Mitchell@alvarado.com,Regular school
255,1657644010,S. Qayyum,Paul.Butler@allen-moore.biz,Regular school
256,48633912,Fahim Ullah,Tina.Peterson@calhoun.com,Regular school
257,90426770,S. Sepasgozar,John.Johnson@fernandez.org,Regular school
258,101768561,A. Poom,Richard.Morales@hayes.biz,Regular school
259,4902441,O. Järv,Cameron.Moody@riley.info,Regular school
260,32343498,Matthew Zook,Elizabeth.Kline@palmer-harris.com,Regular school
261,4478199,T. Toivonen,Ronald.Gibbs@collins.com,Regular school
262,2193799,Tim Hulsen,Grace.Duke@mcdowell.info,Regular school
263,34734228,S. Jamuar,Michael.Thompson@jimenez.info,Regular school
264,143920977,A. Moody,Timothy.Moore@harris.net,Regular school
265,5190887,J. Karnes,Benjamin.Mckinney@baker.info,Regular school
266,143833453,O. Varga,Christine.Ford@irwin.com,Regular school
267,73773486,Stine Hedensted,Adrian.Compton@brooks.biz,Regular school
268,1836456,R. Spreafico,Valerie.Thomas@harris.com,Regular school
269,2044599,D. Hafler,Steven.Jones@trujillo.net,Regular school
270,15210212,E. McKinney,Alan.King@holt.com,Regular school
271,2235459675,Karl L€ ofgren,Charles.Bell@hill-francis.com,Regular school
272,2285816475,C. William,Alexander.Jennings@hansen-barber.info,Regular school
273,2285813122,R. Webster,Meghan.Pratt@massey-jones.org,Regular school
274,88493891,A. Ahmad,Connie.Rodriguez@blanchard-fleming.info,Regular school
275,71946151,Assef Jafar,Kimberly.Curry@smith-kim.info,Regular school
276,2642350,Kadan Aljoumaa,Joshua.Baker@martinez.org,Regular school
277,121563830,P. Manning,Matthew.Gonzalez@miller.com,Regular school
278,2464154,Hongning Dai,Walter.Butler@velasquez.org,Regular school
279,2789275,Hao Wang,Keith.Cross@galvan-acevedo.com,Regular school
280,7322490,Guangquan Xu,Thomas.Parker@dickerson.com,Regular school
281,70985296,J. Wan,Tracy.Little@mcdonald.biz,Alternative Education School
282,143948775,M. Imran,Jason.Smith@sloan.com,Regular school
283,39496312,A. Sîrbu,Charles.Fletcher@foley.com,Alternative Education School
284,50663909,G. Andrienko,Katherine.Owens@gomez.info,Alternative Education School
285,1780833,N. Andrienko,Shawn.Ruiz@hunt.info,Regular school
286,144386157,C. Boldrini,Matthew.Stark@watkins.org,Regular school
287,2288804757,M. Conti,Sean.Sellers@vega-adkins.org,Regular school
288,1685102,F. Giannotti,Kevin.Willis@sawyer-lopez.com,Regular school
289,1704327,Riccardo Guidotti,Matthew.Hall@smith.org,Regular school
290,30912359,Simone Bertoli,Megan.Poole@long-morgan.info,Regular school
291,65925190,Jisu Kim,Rachel.Smith@johnson.com,Regular school
292,144263850,Cristina Ioana Muntean,Patricia.Ayala@harvey.info,Regular school
293,3145906,L. Pappalardo,Allison.Baker@bullock.com,Regular school
294,1739490,A. Passarella,John.Carey@jones.net,Regular school
295,1693341,D. Pedreschi,Stacy.Wilson@velasquez.info,Regular school
296,28956425,Laura Pollacci,Jeffrey.Moreno@kim.com,Regular school
297,33769943,Francesca Pratesi,Dana.Turner@sullivan.com,Alternative Education School
298,2111337069,Rajesh Sharma,Samantha.Morrow@harrison.com,Regular school
299,1752945,Maryam Ghasemaghaei,Scott.Gonzalez@reyes.com,Regular school
300,51202981,G. Calic,Lisa.Irwin@gibson-davidson.com,Regular school
301,4488990,M. Mohammadi,Paul.Benton@carter-arroyo.com,Regular school
302,1404786833,Ala I. Al-Fuqaha,Kyle.Calhoun@butler.com,Regular school
303,1683936,Sameh Sorour,Hayley.Hatfield@lopez.com,Regular school
304,145837053,M. Guizani,Anthony.Thompson@barber.com,Regular school
305,48918401,C. Vogel,Marissa.Bryant@blankenship.info,Regular school
306,6660476,S. Zwolinsky,Charles.Murphy@rogers.com,Special education school
307,3793893,C. Griffiths,Kathryn.Berry@allen-arroyo.com,Career and Technical School
308,145569181,M. Hobbs,Andrew.Vasquez@parsons-colon.info,Regular school
309,47757469,E. Henderson,Shannon.Garcia@wilson-mosley.net,Regular school
310,50978529,E. Wilkins,Julie.Marshall@perkins.com,Regular school
311,3185333,D. Lazer,Daniel.Greer@fuller.com,Regular school
312,40379784,Ryan Kennedy,Kathleen.Cunningham@bush.net,Regular school
313,2105789236,Gary King,Thomas.Padilla@barnes.com,Regular school
314,80273596,A. Vespignani,Mary.Terry@jackson.info,Regular school
315,30387454,Prabhat Mittal,Brendan.Graves@shelton.com,Regular school
316,143649421,Andrew Beam,Clayton.Miller@brandt-adams.com,Alternative Education School
317,1740538,I. Kohane,Daniel.Miller@black.info,Regular school
318,144894714,V. Grover,Melody.Bartlett@washington.com,Regular school
319,38804760,Ting-Peng Liang,Steven.Davis@greene.org,Regular school
320,33006924,Dongsong Zhang,Erin.Brown@garcia.com,Regular school
321,2285429882,Mandeep Singh,Susan.Meadows@powell-tanner.com,Regular school
322,2073396501,G. L,Ernest.Coleman@russell-fowler.org,Alternative Education School
323,1792647,Zhihan Lv,April.Frank@nunez-juarez.info,Regular school
324,2065509293,Liang Qiao,Nicholas.Brown@griffin.com,Regular school
325,3797258,Z. Obermeyer,James.Bradshaw@rogers-hebert.biz,Regular school
326,39714312,E. Emanuel,Jessica.Martin@stewart-martinez.biz,Regular school
327,40362338,M. Hernán,Brian.Logan@taylor-griffith.org,Regular school
328,145607066,J. Robins,Brandon.Mejia@rocha.net,Regular school
329,48058966,A. Sun,Robert.Andrews@baldwin.com,Regular school
330,4944689,B. Scanlon,Lori.Alvarez@wu.net,Regular school
331,49415495,Yichuan Wang,Elizabeth.Bradley@perez-lewis.com,Regular school
332,8991498,LeeAnn Kung,Alan.Johnson@ware.com,Regular school
333,1826467,T. Byrd,Zachary.Donaldson@deleon.com,Regular school
334,2118927221,Shivam Gupta,Diana.Anderson@chan.info,Regular school
335,32909426,S. Modgil,Jessica.Butler@estes-wong.com,Regular school
336,144199974,A. Mohamed,Chad.Gonzales@moore.com,Regular school
337,39744835,Maryam Khanian Najafabadi,Gregory.Matthews@richards-newman.com,Regular school
338,2633160,B. W. Yap,Nathaniel.Reid@perry.com,Regular school
339,1414200544,Ezzatul Akmal Kamaru-Zaman,Justin.Torres@mcgrath.biz,Regular school
340,2363465,R. Maskat,Johnathan.Johnson@thomas.net,Regular school
341,2115552258,Haitao Liu,Melissa.Gates@fernandez.org,Regular school
342,144848119,Y. Ong,William.Thomas@thomas-meyer.com,Regular school
343,2685045,Xiaobo Shen,Lisa.Johnson@lara.com,Regular school
344,1688642,Jianfei Cai,Amy.Moore@robinson.com,Regular school
345,51199953,Riccardo Rialti,Amber.Gonzalez@garcia.biz,Regular school
346,3379838,Giacomo Marzi,James.Rios@boone-woods.info,Alternative Education School
347,51200310,Cristiano Ciappei,Stacey.Brown@aguilar-austin.biz,Regular school
348,2071656478,Donatella Busso,Joseph.Martinez@acevedo-cole.org,Regular school
349,144728286,T. Choi,Anthony.Flores@mendez.com,Alternative Education School
350,1694705,S. Wallace,Beth.Allen@jimenez.com,Regular school
351,71219359,Yulan Wang,Teresa.Hall@sherman.net,Regular school
352,2314246,Huchang Liao,Thomas.Anderson@potter.biz,Regular school
353,2087083011,Ming Tang,Christina.Banks@rodriguez.org,Regular school
354,8043060,L. Luo,Lindsey.Callahan@jackson.biz,Alternative Education School
355,49673304,Chunyang Li,Jeffrey.Archer@barrett.com,Regular school
356,1682727,F. Chiclana,James.Nunez@lewis.com,Regular school
357,145681778,Xiao-Jun Zeng,Mark.Sanchez@french.com,Regular school
358,51925440,Joffrey L. Leevy,Kyle.Jackson@velazquez-cox.info,Regular school
359,8566633,Richard A. Bauder,Brittany.Matthews@long.biz,Regular school
360,1712119,Weina Fu,Stephanie.Mann@adams.info,Regular school
361,2108591146,Shuai Liu,Jeffrey.Brown@baker.org,Regular school
362,2064961834,Gautam Srivastava,Yolanda.Miles@hart.biz,Regular school
363,1794590,Wenchao Xu,Pamela.Carpenter@edwards.com,Regular school
364,2265001,Haibo Zhou,Anita.Huang@wallace-stanley.biz,Alternative Education School
365,36689599,Nan Cheng,Tara.Snow@williams-sparks.biz,Regular school
366,15806418,Feng Lyu,Frank.Brown@sanders.com,Regular school
367,48321874,Weisen Shi,Thomas.Williams@murphy.com,Regular school
368,50762194,Jiayin Chen,Karen.Merritt@howard-morris.net,Regular school
369,145947929,X. Shen,Joann.Bradford@miranda.com,Regular school
370,1716685,Alexandros Labrinidis,Andrew.Brewer@hernandez.com,Regular school
371,145531067,H. V. Jagadish,Ruth.Simpson@vaughn-patterson.com,Alternative Education School
372,2118413239,S. Singh,Kevin.Clark@garcia.com,Regular school
373,1409970918,A. El-Kassar,Christie.Beck@kline.com,Regular school
374,2115815,S. E. Bibri,Jade.Stokes@campbell.com,Regular school
375,2802655,Omid Alipourfard,Paul.Fitzgerald@duarte.net,Regular school
376,1925072,H. Liu,Gary.Robinson@fitzpatrick-ashley.info,Regular school
377,1720246,Jianshu Chen,Eric.Gamble@mccall-tanner.com,Regular school
378,2697906,S. Venkataraman,Rebekah.Wallace@sanchez.com,Regular school
379,2288644920,Minlan Yu,Steven.Smith@crawford-dunn.com,Regular school
380,2145177486,Ming Zhang,Misty.Jordan@hogan.com,Regular school
381,145878647,Rob Kitchin,Jordan.Carrillo@day.com,Regular school
382,2283135,V. Persico,Nicole.Orr@erickson.net,Regular school
